trichotimeofday,diel2_1,diel2_2,diel2_3,diel4_1,diel4_2,diel4_3,diel6_1,diel6_2,diel6_3,diel8_1,diel8_3,diel9_1,diel9_2,diel9_3,diel10_1,diel10_2,diel10_3,diel11_1,diel11_2,diel11_3,diel12_1,diel12_3,diel14_1,diel14_2,diel14_3,diel16_1,diel16_3,diel19_1,diel19_3,diel22_1,diel22_2,diel22_3,diel23_1,diel23_2,diel23_3,diel24_1,diel24_2,diel24_3,diel1_1,diel1_2,diel1_3,teryparsed,KO,name,children__name,children__children__name,children__children__children__name,children__children__children__children__name,children__children__children__children__children__name,kid,kid2,kid3,kid4,kid5,kid6
Tery_1915  macrophage migration inhibitory factor [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0.69,0,0,0,0.66,0,0,2.57,0,0,0,0,0,2.06,0,0,0,Tery_1915,no,,,,,,,,,,,,
Tery_5008 aroB 3-dehydroquinate synthase (EC 4.2.3.4) [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,Tery_5008,K01735,,,,Aromatic amino acid metabolism,,K01735,aroB;,3-dehydroquinate,synthase,[EC:4.2.3.4],,
"Tery_3040  glycosyl transferase, family 2 [Trichodesmium erythraeum IMS101: NC_008312]",0,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99,0,0,0,0,0,0,0,0,0,0,0,0,Tery_3040,no,,,,,,,,,,,,
Tery_4448  outer membrane transport energization protein ExbB (TC 2.C.1.1.1) [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,1.52,0,0,0.77,0.77,0.67,0,0,0,0,0,0,0,0,0.7,0,0.75,0,0,0.69,0,0,0,0.66,0,0,1.28,0,0,0,0,0,0,0,0,0.66,Tery_4448,K03561,,,,,,,,,,,,
Tery_0163  maf protein [Trichodesmium erythraeum IMS101: NC_008312],0,1.43,0,0,0,0.76,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0.69,0,0,0,0,0,0,0,0,0,0.81,0,0,0.69,0.76,0,0,Tery_0163,K06287,,,,,,,,,,,,
Tery_4162  alpha/beta hydrolase fold [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,1.41,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tery_4162,no,,,,,,,,,,,,
Tery_0869  hypothetical protein [Trichodesmium erythraeum IMS101: NC_008312],0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0,Tery_0869,no,,,,,,,,,,,,
Tery_4533  Superoxide dismutase [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,1.15,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tery_4533,K04564,,,,,,,,,,,,
"Tery_2229  ATPase associated with various cellular activities, AAA_5 [Trichodesmium erythraeum IMS101: NC_008312]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,Tery_2229,no,,,,,,,,,,,,
Tery_3396  microcompartments protein [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,1.35,0,0,2.33,0,0,0,0,0,0.7,2.11,0,0,0,0,0,1.79,0,1.33,0,0,0,0,0,1.61,0,0,0,2.28,0,1.98,Tery_3396,no,,,,,,,,,,,,
Tery_2426  hypothetical protein [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,1.52,0,1.41,1.54,0,0.67,0,0,1.56,0,0,0,0,0,0,0,1.5,0,0,0,0,0.89,0,0.66,0,0,0,0,0,0,0,0,1.37,0.76,0,1.98,Tery_2426,no,,,,,,,,,,,,
Tery_0913  oxidoreductase-like [Trichodesmium erythraeum IMS101: NC_008312],0,0.71,1.02,1.15,0,0,1.09,0,1.54,0.77,4.72,0,0,0,0,0,0,0,0,0,0,3,0,0,2.75,1.26,0,0,3.32,0,0,1.28,0,0,0,0,0,0,1.52,0,1.32,Tery_0913,K00214,,,,,,,,,,,,
Tery_1193  hypothetical protein [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0.77,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0,Tery_1193,no,,,,,,,,,,,,
Tery_3181  AMP-dependent synthetase and ligase [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,1.05,0.75,0,0,0.69,0,0,0,0.66,0,0,1.28,0,0,0.81,0,0,0.69,0,0,0,Tery_3181,no,,,,,,,,,,,,
Tery_4195 prmA [LSU ribosomal protein L11P]-lysine N-methyltransferase (EC 2.1.1.-) [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0.69,0,0,1.32,Tery_4195,K02687,,,,,,,,,,,,
Tery_1037  cyclic nucleotide-binding protein [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,1.52,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0.7,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37,0.76,0,0.66,Tery_1037,no,,,,,,,,,,,,
Tery_0608  response regulator receiver protein [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,0.67,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0,Tery_0608,K11522,,,,Two-component regulatory system,,K11522,pixG;,two-component,"system,",chemotaxis,"family,",response
Tery_3971  putative GAF sensor protein [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,Tery_3971,no,,,,,,,,,,,,
Tery_0978  PBS lyase HEAT-like repeat [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32,Tery_0978,K05384,,,,,,,,,,,,
Tery_3674  nucleoside-binding protein [Trichodesmium erythraeum IMS101: NC_008312],0,0.71,0,0,0,0,0,0,0.77,0.77,0.67,0,0,0,0,0,0,0,0,0,0,0.75,0,0,2.75,0,0,0,2.66,0,0,0,0,0,0.81,0,0,0.69,0,0,1.32,Tery_3674,K07335,,,,,,,,,,,,
Tery_1067  Methyltransferase type 11 [Trichodesmium erythraeum IMS101: NC_008312],0,1.43,0,0,0,0.76,2.18,1.41,0,0.77,0,0,0,0.78,0,0,0.7,0.94,0,1.4,0,1.5,0,0,1.37,0,0,0,2.66,0,0,0,0,0,0,0,0,3.43,0.76,0,0.66,Tery_1067,no,,,,,,,,,,,,
Tery_1455  plasmid stabilization system [Trichodesmium erythraeum IMS101: NC_008312],1.26,0,2.04,0,0,2.28,1.09,5.63,3.09,1.54,3.37,0,0,0.78,0,0,0,0,0,2.8,0,0,0,0,0.69,1.26,0,0,2.66,0,0,1.28,0,2.41,0,0,0,2.06,0,0,1.98,Tery_1455,no,,,,,,,,,,,,
Tery_4334  hypothetical protein [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0.76,0,0,1.54,0,1.35,0,0,0.78,0,0,0,0,0,0.7,0,0,0,0,1.37,0,0,0,1.99,0,0,1.28,0,0,0,0,0,0,2.28,0,1.98,Tery_4334,no,,,,,,,,,,,,
Tery_3330  hypothetical protein [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tery_3330,no,,,,,,,,,,,,
"Tery_4719  extracellular solute-binding protein, family 5 [Trichodesmium erythraeum IMS101: NC_008312]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,2.06,0.76,0,0,Tery_4719,K02035,,,,Peptide and nickel transport system,M00239  Peptides/nickel transport system [PATH:map02010] [BR:ko02000],K02035,ABC.PE.S;,peptide/nickel,transport,system,substrate-binding,protein
Tery_2206  phycobiliprotein asparagine N-methyltransferase (EC 2.1.1.-) [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,1.4,0,0.75,0,0,0,0,0.89,0,1.33,0,0,0,0,0,1.61,0,0,0,0,0,0,Tery_2206,no,,,,,,,,,,,,
Tery_3289  hypothetical protein [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37,0,0,0,Tery_3289,no,,,,,,,,,,,,
Tery_0316  hypothetical protein [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,0,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,Tery_0316,no,,,,,,,,,,,,
Tery_2512  ABC-1 [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tery_2512,no,,,,,,,,,,,,
Tery_1955 purQ phosphoribosylformylglycinamidine synthase subunit I (EC 6.3.5.3) [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0.76,0,0,0,0,0,0,0,1.56,0,0,0.7,0,0,0,1.05,0,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0.69,2.28,0,1.32,Tery_1955,K01952,,,,Purine metabolism,,K01952,"purL,",PFAS;,phosphoribosylformylglycinamidine,synthase,[EC:6.3.5.3],
"Tery_5013  putative anti-sigma regulatory factor, serine/threonine protein kinase [Trichodesmium erythraeum IMS101: NC_008312]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28,0,0,0,0,0,0.69,0,0,0,Tery_5013,no,,,,,,,,,,,,
Tery_0555  Tetratricopeptide region [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tery_0555,no,,,,,,,,,,,,
Tery_2007 pyrD dihydroorotate oxidase A (EC 1.3.3.1) [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tery_2007,K00254,,,,Pyrimidine metabolism,,K00254,"DHODH,",pyrD;,dihydroorotate,dehydrogenase,[EC:1.3.5.2],
Tery_3711  peptidase-like [Trichodesmium erythraeum IMS101: NC_008312],0,1.43,0,0,0,1.52,0,0,1.54,0,2.02,0,0,1.56,0,0,0,0,0,0.7,1.05,0.75,0,0,2.06,0,2.68,1.32,2.66,0,0,0,0,0,2.42,0,0,2.06,2.28,0,1.98,Tery_3711,no,,,,,,,,,,,,
"Tery_0399  glycosyl transferase, group 1 [Trichodesmium erythraeum IMS101: NC_008312]",0,0,0,0,0,0.76,0,0,1.54,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,1.37,0,0,0.66,Tery_0399,no,,,,,,,,,,,,
Tery_4535  aldo/keto reductase [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28,0,0,0.81,0,0,0,0,0,0,Tery_4535,K07079,,,,,,,,,,,,
Tery_4026  protein tyrosine phosphatase [Trichodesmium erythraeum IMS101: NC_008312],0,1.43,0,0,0,0.76,0,0,0,0,1.35,0,0,0.78,0,0,0,0,0,0.7,0,3.75,0,0,0.69,0,0,0,0.66,0,0,0,0,0,0,0,0,2.06,0.76,0,0,Tery_4026,K01104,,,,,,,,,,,,
Tery_0107  hypothetical protein [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0.7,1.88,0,4.91,0,2.25,0,0,4.81,0,6.26,2.65,5.98,0,0,2.57,0,0,3.23,0,0,0,0.76,0,0,Tery_0107,no,,,,,,,,,,,,
Tery_3133  NADH:flavin oxidoreductase/NADH oxidase [Trichodesmium erythraeum IMS101: NC_008312],0,1.43,0,0,0,1.52,0,0,1.54,0.77,0.67,0,0,0,0,0,0,0,0,0.7,0,3,0,0,0.69,0,0,0,0,0,0,0,0,0,2.42,0,0,0,0,0,0,Tery_3133,K10680,,,,,,,,,,,,
Tery_1103  hypothetical protein [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,0.67,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99,0,0,0,0,0,0,0,0,0.69,0.76,0,0,Tery_1103,no,,,,,,,,,,,,
Tery_4020  hypothetical protein [Trichodesmium erythraeum IMS101: NC_008312],0,0,1.02,0,0,0,0,0,0,0,1.35,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0.69,0,0,0,0.66,0,0,1.28,0,0,0,0,0,1.37,0,0,0,Tery_4020,no,,,,,,,,,,,,
"Tery_2313  RNA methyltransferase, TrmH family, group 3 [Trichodesmium erythraeum IMS101: NC_008312]",0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0,Tery_2313,K03218,,,,,,,,,,,,
Tery_3209  hypothetical protein [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0.76,0,0.66,Tery_3209,no,,,,,,,,,,,,
Tery_0021  FHA modulated glycosyl transferase/transpeptidase [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0,Tery_0021,no,,,,,,,,,,,,
"Tery_1430  ATPase associated with various cellular activities, AAA_5 [Trichodesmium erythraeum IMS101: NC_008312]",0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,Tery_1430,no,,,,,,,,,,,,
Tery_4504  ferredoxin [Trichodesmium erythraeum IMS101: NC_008312],1.26,0,0,6.93,0,3.04,2.18,0,0.77,0.77,0.67,0,4.29,2.33,0,2.91,0,0.94,0,1.4,1.05,0,0,0,0,1.26,2.68,3.97,1.99,0,0,0,0,0,2.42,0,0,0,3.81,0,0,Tery_4504,no,,,,,,,,,,,,
Tery_4078  glutaredoxin 3 [Trichodesmium erythraeum IMS101: NC_008312],0,0,2.04,0,0,0.76,0,0,0.77,0,2.7,0,0,0.78,0,0,0,0,0,0.7,0,1.5,0,0,0,1.26,0.89,0,1.33,0,0,0,0,0,0.81,0,0,0.69,0,0,0.66,Tery_4078,K03676,,,,,,,,,,,,
Tery_0578 hisG ATP phosphoribosyltransferase (homohexameric) (EC 2.4.2.17)/ATP phosphoribosyltransferase regulatory subunit (EC 2.4.2.17) [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,1.26,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,Tery_0578,K00765,,,,Histidine metabolism,"M00026  Histidine biosynthesis, PRPP => histidine [PATH:map01230 map00340]",K00765,hisG;,ATP,phosphoribosyltransferase,[EC:2.4.2.17],,
Tery_4376  aminodeoxychorismate lyase [Trichodesmium erythraeum IMS101: NC_008312],0,1.43,0,0,0,0,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0.69,1.52,0,1.32,Tery_4376,K07082,,,,,,,,,,,,
Tery_3889  hypothetical protein [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0.69,0,0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,Tery_3889,no,,,,,,,,,,,,
Tery_0766  hypothetical protein [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,Tery_0766,no,,,,,,,,,,,,
Tery_2956  Methyltransferase type 11 [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0,Tery_2956,no,,,,,,,,,,,,
"Tery_3853  NAD(P)H dehydrogenase, subunit NdhF3 family [Trichodesmium erythraeum IMS101: NC_008312]",1.26,0,0,0,0,0,0,2.82,0,0,1.35,0,0,0,0,0,0,0,0,1.4,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tery_3853,K05577,,,,ATP synthesis,,K05577,ndhF;,NAD(P)H-quinone,oxidoreductase,subunit,5,[EC:1.6.5.3]
Tery_5063  stress protein [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0.77,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0,0,0,0,0,0,0,0,0,0.76,0,1.98,Tery_5063,K05795,,,,,,,,,,,,
Tery_3568  protein of unknown function DUF608 [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tery_3568,K17108,,,,,,,,,,,,
Tery_0761  hypothetical protein [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37,0,0,0,Tery_0761,no,,,,,,,,,,,,
Tery_1643  SUA5/yciO/yrdC-like [Trichodesmium erythraeum IMS101: NC_008312],0,1.43,0,2.31,0,0.76,0,0,0,2.31,1.35,0,0,2.33,0,0,0,0.94,0,2.1,0,0,0,0,0.69,0,1.79,1.32,1.33,0,0,2.57,0,0,1.61,0,0,1.37,1.52,0,0,Tery_1643,K07566,,,,,,,,,,,,
Tery_3143  hypothetical protein [Trichodesmium erythraeum IMS101: NC_008312],0,2.86,3.06,0,0,3.04,0,0,2.32,0,3.37,0,0,1.56,0,0,0,0,0,2.8,2.11,3,0,0,0.69,0,3.58,1.32,1.33,0,0,0,0,0,2.42,0,0,2.06,2.28,0,1.98,Tery_3143,no,,,,,,,,,,,,
Tery_3992  short-chain dehydrogenase/reductase SDR [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0.77,0,0.67,0,0,0,0,0,0,0,0,0.7,0,0,1.39,0,2.06,0,0,0,1.33,0,0,0,0,0,0,0,0,0,0.76,0,0.66,Tery_3992,no,,,,,,,,,,,,
Tery_4111 cpcS4 CpeU protein [Trichodesmium erythraeum IMS101: NC_008312],0,1.43,0,0,0,0.76,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,1.33,0,0,0,0,0,0.81,0,0,0.69,1.52,0,0.66,Tery_4111,no,,,,,,,,,,,,
Tery_1800  hypothetical protein [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,Tery_1800,no,,,,,,,,,,,,
Tery_4352  nicotinate-nucleotide pyrophosphorylase [carboxylating] (EC 2.4.2.19) [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,Tery_4352,K00767,,,,Cofactor and vitamin biosynthesis,,K00767,"nadC,",QPRT;,nicotinate-nucleotide,pyrophosphorylase,(carboxylating),[EC:2.4.2.19]
Tery_2113   [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tery_2113,no,,,,,,,,,,,,
Tery_1065  MscS Mechanosensitive ion channel [Trichodesmium erythraeum IMS101: NC_008312],0,1.43,2.04,0,0,0.76,0,0,1.54,0,1.35,0,0,0.78,0,0,0.7,0,0,0.7,0,1.5,0,0,0.69,0,0,0,0,0,0,3.85,0,0,0.81,0,0,0,0,0,0.66,Tery_1065,no,,,,,,,,,,,,
Tery_2283 hslO Hsp33 protein [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,0.67,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0,Tery_2283,K04083,,,,,,,,,,,,
Tery_0893  Heat shock protein 70 [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,0.67,0,0,0.78,0,0,0,0,0,1.4,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0.66,Tery_0893,no,,,,,,,,,,,,
Tery_1548  hypothetical protein [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,Tery_1548,no,,,,,,,,,,,,
Tery_4425  GCN5-related N-acetyltransferase [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,1.35,0,0,1.56,0,0,0,0,0,0.7,0,0,0,0,1.37,0,0,2.65,1.33,0,0,0,0,0,1.61,0,0,2.06,1.52,0,0.66,Tery_4425,no,,,,,,,,,,,,
Tery_4435  hypothetical protein [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0.76,0,0,0,0,1.35,0,0,0.78,0,0,0,0,0,0.7,0,1.5,0,0,0,0,0,0,1.33,0,0,0,0,0,0.81,0,0,1.37,1.52,0,0,Tery_4435,no,,,,,,,,,,,,
"Tery_3680  monooxygenase, FAD-binding [Trichodesmium erythraeum IMS101: NC_008312]",0,0.71,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0,Tery_3680,no,,,,,,,,,,,,
Tery_3212  Carotenoid oxygenase [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0,Tery_3212,K00464,,,,,,,,,,,,
Tery_2006  protein of unknown function DUF323 [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,Tery_2006,no,,,,,,,,,,,,
Tery_3773  nitrogenase-associated protein [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,1.99,0,0,1.28,0,0,0.81,0,0,0,0,0,0,Tery_3773,no,,,,,,,,,,,,
Tery_1661  5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193)/diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26) [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,1.35,0,0,0,0,0,0,0,0,1.4,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32,Tery_1661,K11752,,,,Cofactor and vitamin biosynthesis,,K11752,ribD;,diaminohydroxyphosphoribosylaminopyrimidine,deaminase,/,5-amino-6-(5-phosphoribosylamino)uracil,reductase
Tery_0790  NHL repeat [Trichodesmium erythraeum IMS101: NC_008312],0,1.43,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,1.26,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0,Tery_0790,no,,,,,,,,,,,,
Tery_0828  ABC transporter related [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32,Tery_0828,K06147,,,,,,,,,,,,
"Tery_1135  glycosyl transferase, group 1 [Trichodesmium erythraeum IMS101: NC_008312]",0,0,0,0,0,0,0,0,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tery_1135,no,,,,,,,,,,,,
"Tery_1452  amino acid/amide ABC transporter substrate-binding protein, HAAT family (TC 3.A.1.4.-) [Trichodesmium erythraeum IMS101: NC_008312]",0,0,0,0,0,0.76,1.09,0,0.77,0.77,0.67,0,0,1.56,0,0,0,1.88,0,0,1.05,1.5,0,0,2.06,0,0,0,1.99,0,0,0,0,0,0,0,0,0.69,1.52,0,0.66,Tery_1452,no,,,,,,,,,,,,
"Tery_2012  peptidase C14, caspase catalytic subunit P20 [Trichodesmium erythraeum IMS101: NC_008312]",0,0,0,0,0,0,0,0,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tery_2012,no,,,,,,,,,,,,
Tery_0196  hypothetical protein [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,Tery_0196,no,,,,,,,,,,,,
Tery_0340 murQ glucokinase regulatory-like protein [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,1.52,0,0,1.54,0.77,0.67,0,0,1.56,0,0,2.09,0.94,0,1.4,0,1.5,0,0,1.37,0,0.89,0,1.33,0,0,0,0,0,1.61,0,0,0,0.76,0,0.66,Tery_0340,K07106,,,,,,,,,,,,
